Company Name,Primary Category,Vendor Scale,Local Vendor Priority,Address,City,State,Phone,Website,Latitude,Longitude,Map Status,Priority,Verification Status,Source URL,Notes,Oilfield Specific Fit,Location Role / Satellite Type,Expansion Source,Original Latitude,Original Longitude,Map Offset Applied,Duplicate Cleanup Action,Address Completeness,Hover Separation Group,Hover Group Size,Map Behavior
Patterson-UTI Drilling - Boulder WY,Drilling Contractor,National / Major,Standard,3 Larry Lozier Rd,Boulder,WY,Needs direct confirmation,https://patenergy.com/patterson-uti-drilling,42.746600,-109.718200,City-level geocode; address ready,Medium,Source verified; direct call recommended,https://patenergy.com/patterson-uti-drilling,"Official Patterson-UTI drilling locations list Boulder, Wyoming.",Confirmed oilfield specific,Field office / branch / yard,Existing V2.7 record,42.7466,-109.7182,,,City centroid / physical address needed,42.746600|-109.718200,1,Single marker; tooltip opens on hover
C&C Supply,Industrial / Oilfield Supply,Regional,Regional High,3350 East Yellowstone Highway,Casper,WY,307-315-6714,https://candcsupply.net/,42.863500,-106.276000,Map ready,Medium,Company source verified,https://candcsupply.net/,PVF and industrial supply option.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.8635,-106.276,,,Physical address / approximate geocode,42.863500|-106.276000,1,Single marker; tooltip opens on hover
Caliber Equipment,Oilfield Equipment,Regional,Regional High,1500 10 Mile Rd,Casper,WY,307-262-3499,https://caliber307.com/,42.820000,-106.450000,Map ready,Medium,Company source needs final call,https://caliber307.com/contact-us/,Oilfield equipment support.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.82,-106.45,,,Physical address / approximate geocode,42.820000|-106.450000,1,Single marker; tooltip opens on hover
"Capstar Drilling, Inc.",Drilling Contractor,Regional | Regional / Rockies,High,1910 N Loop Ave,Casper,WY,307-235-8609,https://capstardrilling.com | https://capstardrilling.com/,42.866400,-106.324000,Address-level geocode approximate,High,Company source and attached recommendation; direct call recommended | Company/source verified; direct-call before use,https://capstardrilling.com/contact-us/ ; Attached PDF: recommendations for dakota.pdf / Tony Petres recommendations | Internal/PDF source; https://capstardrilling.com/,Rocky Mountain drilling contractor; attached recommendation notes potential stacked rig in SW SD and top-drive rigs. | Regional drilling contractor from Tony Petres SD recommendations; note possible rig stacked in SW SD.,Confirmed oilfield specific,Branch / attached SD recommendation | V2.8 city-adjacent expansion,Existing V2.7 record | V2.8 town/city adjacency expansion,42.8664,-106.324,,Kept best record; merged/removed 1 duplicate(s): Capstar Drilling - Casper,Physical address / approximate geocode,42.866400|-106.324000,1,Single marker; tooltip opens on hover
Core & Main - Casper,Pipe / Fittings / Waterworks,Regional,Regional High,1820 South Loop Avenue,Casper,WY,307-235-1300,https://coreandmain.com/branches/wy-casper-82601-460/,42.831000,-106.337000,Map ready,Low,Company source verified,https://coreandmain.com/branches/wy-casper-82601-460/,"Non-oilfield-specific but could support water, utility, and infrastructure materials.",Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.831,-106.337,,,Physical address / approximate geocode,42.831000|-106.337000,1,Single marker; tooltip opens on hover
DNOW Power Service,Gas Measurement / Metering Skids,National / Multi-basin,High,Corporate / branch-level pending,Casper,WY,Needs local confirmation,https://www.dnow.com/,42.850100,-106.325200,City-level geocode; branch pending,High,Company source verified,https://www.dnow.com/process-and-production-equipment/gas-measurement,"Power Service gas measurement skids via DNOW; natural gas/crude/fluid metering, orifice/ultrasonic/turbine technologies, AGA-aligned designs.",Confirmed oilfield / midstream equipment,Product platform / branch placeholder,Existing V2.7 record,42.8501,-106.3252,,,City centroid / physical address needed,42.850100|-106.325200,7,Stacked at city/coordinate; expands on hover; tooltip opens on hover
Halliburton - Casper Area Service Lead,Integrated Oilfield Services / Satellite District,National / Major,Standard,City-level office/camp; exact address pending,Casper,WY,Needs direct confirmation,https://www.halliburton.com/,42.850100,-106.325200,Ready after exact address verification,High,City-level service lead; exact camp pending,https://www.halliburton.com/,Satellite/district lead for major-provider field service extraction; verify actual service lines and yard/camp address.,Confirmed or likely oilfield-specific; service line/location to verify,Satellite / camp placeholder,V2.14 User requested service-category expansion,42.8501,-106.3252,,,City centroid / physical address needed,42.850100|-106.325200,7,Stacked at city/coordinate; expands on hover; tooltip opens on hover
Homax Oil Sales,Fuel / Lubricants / Field Fueling,Regional,Regional High,605 S Poplar St,Casper,WY,(307) 237-5800,http://www.homaxoil.com/,42.8438346,-106.33627,Public business profile address and Google Places geocode,Medium,Google Places map-profile enriched 2026-06-24; company-source service verification pending,https://homaxoil.com/ ; https://maps.google.com/?cid=7860109279377855403 ; http://www.homaxoil.com/,"Fuel and lubricant logistics option across the region. ; Google Places profile matched Homax Oil Sales, Inc.; 605 S Poplar St, Casper, WY 82601, USA; (307) 237-5800; status OPERATIONAL; researched 2026-06-24",Likely oilfield / direct call recommended,Map-profile-enriched provider,Existing V2.7 record,42.8501,-106.3252,,Replaced placeholder location/contact fields with reviewed Google Places profile 2026-06-24,Public street address / Google Places geocode,42.8438346|-106.33627,1,Single marker; tooltip opens on click
Karst Industries,Tubulars / Oilfield Equipment,Regional,Regional High,Casper area - verify exact address,Casper,WY,307-577-6000,https://www.karstindustries.com/,42.850100,-106.325200,Map ready,Medium,Company source needs final call,https://www.karstindustries.com/services--products.html,Tubular and oilfield equipment source.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.8501,-106.3252,,,Physical address / approximate geocode,42.850100|-106.325200,7,Stacked at city/coordinate; expands on hover; tooltip opens on hover
MPI Warehouse Specialty Co. - Casper,Oilfield Supply,Regional,Regional High,755 N. Glenn Road,Casper,WY,307-265-3333,https://mpiwarehouse.com/oilfield-products/,42.858500,-106.320000,Map ready,Medium,Company source verified,https://mpiwarehouse.com/oilfield-products/,Oilfield products and supply support.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.8585,-106.32,,,Physical address / approximate geocode,42.858500|-106.320000,1,Single marker; tooltip opens on hover
Mesa West Directional,Directional Drilling / MWD,Regional,Regional High,Rocky Mountain regional provider,Casper,WY,Needs direct contact confirmation,https://www.mesawestdirectional.com/,42.850100,-106.325200,Map ready,Medium,Company source needs final call,https://www.mesawestdirectional.com/,Directional support candidate if DOG moves beyond vertical strat test or needs directional work.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.8501,-106.3252,,,Physical address / approximate geocode,42.850100|-106.325200,7,Stacked at city/coordinate; expands on hover; tooltip opens on hover
PT Hose & Bearing / Wyoming Bearing,Oilfield Supply,Regional,Regional High,Casper / Cheyenne locations,Casper,WY,Needs location-specific confirmation,https://pthose.com/,42.850100,-106.325200,Map ready,Medium,Company source needs final call,https://pthose.com/product-service/oilfield-supplies/,Oilfield/industrial supply option.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.8501,-106.3252,,,Physical address / approximate geocode,42.850100|-106.325200,7,Stacked at city/coordinate; expands on hover; tooltip opens on hover
SLB - Casper Area Service Lead,Integrated Oilfield Services / Satellite District,National / Major,Standard,City-level office/camp; exact address pending,Casper,WY,Needs direct confirmation,https://www.slb.com/,42.850100,-106.325200,Ready after exact address verification,High,City-level service lead; exact camp pending,https://www.slb.com/,Satellite/district lead for SLB/Smith Bits/wireline/drilling services; verify actual service lines and address.,Confirmed or likely oilfield-specific; service line/location to verify,Satellite / camp placeholder,V2.14 User requested service-category expansion,42.8501,-106.3252,,,City centroid / physical address needed,42.850100|-106.325200,7,Stacked at city/coordinate; expands on hover; tooltip opens on hover
Stallion Infrastructure Services - Casper,Equipment Rental / Infrastructure,Regional,Regional High,3900 Cando Ave.,Casper,WY,307-857-0523,https://stallionis.com/locations/casper-wy/,42.815000,-106.386000,Map ready,High,Company source verified,https://stallionis.com/locations/casper-wy/,Rental and temporary infrastructure support for field operations.,Likely oilfield / direct call recommended,Existing V2.2 row,Existing V2.7 record,42.815,-106.386,,,Physical address / approximate geocode,42.815000|-106.386000,1,Single marker; tooltip opens on hover
TRK Casing,Casing / Tubular Services,Regional,Regional High,1990 N. Gypsum Rd.,Casper,WY,Needs direct confirmation,https://trkcasing.com/locations/,42.878000,-106.402000,Map ready,Medium,Company source needs final call,https://trkcasing.com/locations/,Qualify for casing running and tubular handling.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.878,-106.402,,,Physical address / approximate geocode,42.878000|-106.402000,1,Single marker; tooltip opens on hover
True Drilling LLC,Drilling Contractor,Regional / Multi-basin,High,455 North Poplar St,Casper,WY,307-237-9301,http://www.truecos.com,42.854600,-106.326800,Address-level geocode approximate,High,Company/directory and attached recommendation; direct call recommended,https://business.casperwyoming.org/list/member/true-companies-true-drilling-llc-1715 ; Attached PDF: recommendations for dakota.pdf / Tony Petres recommendations,Rocky Mountain drilling contractor; attached recommendation notes True Drilling can service SD prospects and is marketed through Denver office.,Confirmed oilfield specific,Branch / headquarters / attached SD recommendation,Existing V2.7 record,42.8546,-106.3268,,,Physical address / approximate geocode,42.854600|-106.326800,1,Single marker; tooltip opens on hover
True Pipe & Supply - Casper,Tubulars / OCTG / Pipe,Regional,Regional High,361 N. Warehouse Rd.,Casper,WY,307-266-0220,https://truepipeandsupply.com/location/casper-wyoming/,42.864500,-106.331000,Map ready,High,Company source verified,https://truepipeandsupply.com/location/casper-wyoming/,High-priority pipe/OCTG source; Casper supply base.,Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.8645,-106.331,,,Physical address / approximate geocode,42.864500|-106.331000,1,Single marker; tooltip opens on hover
KLX Energy Services - Cheyenne,Coiled Tubing / Nitrogen / Wireline,National / Multi-basin,High,5007 Badlands Drive,Cheyenne,WY,Needs direct confirmation,https://klx.com/,41.134000,-104.783000,Address-level geocode approximate,High,Company source verified; direct call recommended,https://klx.com/operating-regions/,"Rockies/North Dakota service location for nitrogen, coiled tubing and wireline; map as satellite office.",Confirmed oilfield specific,Satellite service center,Existing V2.7 record,41.134,-104.783,,,Physical address / approximate geocode,41.134000|-104.783000,1,Single marker; tooltip opens on hover
Clean Harbors Powder River Basin Energy Services,Waste / Dewatering / Solids Control,National / Regional,Regional High,16 Cameo Road,Douglas,WY,Needs direct confirmation,https://www.cleanharbors.com/location/powder-river-basin-energy-services,42.760000,-105.382000,Map ready,High,Company source needs final call,https://www.cleanharbors.com/location/powder-river-basin-energy-services,"Waste, dewatering, and solids-control support for drilling/completion jobs.",Confirmed oilfield specific,Existing V2.2 row,Existing V2.7 record,42.76,-105.382,,,Physical address / approximate geocode,42.760000|-105.382000,1,Single marker; tooltip opens on hover
